065WLG120103153903
0120103153957 2012-01-03 15:39:57 BTM
ATUSHI EARTHQUAKE, ATUSHI,CHN
EPICENTER  39.939N 77.339E DEPTH 9 KM
MAGNITUDE  4.0(Ms)
STATION: 65WLG 39.700N 77.300E
SITE CONDITION: SOIL
INSTRUMENT TYPE: ETNA/ES-T
OBSERVING POINT: GROUND
COMP. UD
UNCORRECTED ACCELERATION          UNIT: CM/SEC/SEC
NO. OF POINTS:  12400  EQUALLY SPACED INTERVALS OF:  0.005  SEC
PEAK VALUE:    -43.028   AT   20.99 SEC    DURATION:  62 SEC
PRE-EVENT TIME:  20  SEC  RECORDER TIME:  2012-01-3 15:39:42.000 BTM
CSMNC

 3.407246E-2  3.220135E-2 -7.528290E-5  2.050692E-2  6.167131E-2  5.231577E-2  1.957136E-2  2.237803E-2 
 2.097469E-2 -1.946392E-3 -4.264301E-2 -3.515858E-2 -5.430601E-4 -5.689341E-3  2.731381E-3 -3.817501E-3 
 9.280263E-3  2.378136E-2 -1.223749E-2 -2.065748E-2 -4.285278E-3  1.795826E-3 -2.252859E-2 -1.598044E-2 
 5.070267E-3 -2.065748E-2 -1.831860E-2 -1.176971E-2  5.070267E-3  1.863581E-2  5.070267E-3  2.424913E-2 
 3.266912E-2  3.687912E-2  2.658802E-2 -3.817501E-3  1.676470E-2  2.565247E-2 -6.624165E-3 -8.027496E-3 
 4.603221E-3 -6.156387E-3 -2.393192E-2 -2.720636E-2 -5.430601E-4  1.770025E-2  1.582914E-2  9.748040E-3 
 6.005821E-3  9.748040E-3 -8.027496E-3 -2.206081E-2 -1.785082E-2 -8.495273E-3 -1.785082E-2 -3.048080E-2 
-9.430828E-3  2.263603E-3 -6.624165E-3 -1.785082E-2  4.603221E-3  3.079802E-2  1.910358E-2  9.748040E-3 
 1.489359E-2  2.237803E-2  4.603221E-3 -2.252859E-2 -1.878637E-2  3.924943E-4  2.263603E-3  6.941376E-3 
 1.302248E-2  1.349026E-2  5.538044E-3 -1.738304E-2 -1.130194E-2 -3.817501E-3 -1.317305E-2 -1.738304E-2 
-1.036638E-2  2.284580E-2  4.062134E-2  1.489359E-2  1.349026E-2  2.284580E-2 -1.738304E-2 -3.936857E-2 
-3.749746E-2 -3.422302E-2 -2.252859E-2 -2.486748E-2 -1.504415E-2  1.021582E-2  2.565247E-2  4.296022E-2 
 4.810577E-2  5.465392E-2  4.763800E-2 -1.478615E-3 -3.817501E-3 -1.130194E-2 -4.451412E-2 -4.451412E-2 
-5.667633E-2 -2.767414E-2 -7.091942E-3 -5.059523E-2 -3.562562E-2  1.863581E-2  3.828245E-2  3.033024E-2 
 1.208693E-2  1.816803E-2  2.424913E-2  1.536137E-2  1.021582E-2  1.328049E-3 -1.223749E-2 -2.860969E-2 
-2.767414E-2 -5.220833E-3  1.115137E-2 -1.478615E-3  3.199158E-3  2.144247E-2  2.378136E-2  1.115137E-2 
-1.364082E-2  2.263603E-3  8.344708E-3 -1.972193E-2 -4.217524E-2 -3.469080E-2 -7.091942E-3  4.603221E-3 
-7.528290E-5 -1.317305E-2  2.050692E-2  4.202467E-2  2.471764E-2  1.161915E-2 -4.753056E-3  1.442508E-2 
 1.489359E-2  3.924943E-4  1.115137E-2 -1.010837E-3 -1.410860E-2 -3.235191E-2 -3.048080E-2  7.409153E-3 
 3.924943E-4 -4.285278E-3  2.097469E-2  4.133982E-3  3.924943E-4  4.603221E-3 -3.349724E-3  1.115137E-2 
-1.478615E-3 -8.027496E-3 -1.478615E-3 -7.091942E-3 -2.881947E-3 -1.010837E-3 -1.551120E-2 -2.814192E-2 
-1.925415E-2 -2.065748E-2 -1.878637E-2  1.021582E-2  2.097469E-2 -5.689341E-3 -1.010837E-3  2.986246E-2 
 8.812485E-3 -7.559719E-3  9.748040E-3  4.603221E-3  2.097469E-2  3.173357E-2 -1.946392E-3  4.603221E-3 
 7.409153E-3 -1.504415E-2 -1.598044E-2 -8.963050E-3 -4.753056E-3 -1.691526E-2 -1.972193E-2 -5.689341E-3 
 8.812485E-3 -1.223749E-2 -1.176971E-2  2.097469E-2  2.284580E-2  1.816803E-2 -1.130194E-2  1.676470E-2 
 5.091244E-2  5.070267E-3 -1.364082E-2 -1.785082E-2 -1.878637E-2 -2.486748E-2 -2.627081E-2  2.263603E-3 
-8.495273E-3 -2.346415E-2 -9.430828E-3 -5.689341E-3  1.395804E-2  8.812485E-3  8.602716E-4  4.950910E-2 
 3.594356E-2 -1.083416E-2  1.328049E-3  1.816803E-2  3.666935E-3 -2.860969E-2 -2.767414E-2  1.328049E-3 
 1.068359E-2  9.748040E-3  1.115137E-2  1.255470E-2  1.582914E-2 -4.285278E-3 -2.299637E-2 -7.091942E-3 
 7.876931E-3 -7.528290E-5 -1.176971E-2  8.602716E-4  5.538044E-3 -1.364082E-2 -3.469080E-2 -1.551120E-2 
 1.816803E-2  7.876931E-3  8.812485E-3  1.816803E-2  2.658802E-2  1.536137E-2 -5.220833E-3  1.349026E-2 
 5.070267E-3 -2.018970E-2 -2.627081E-2 -2.252859E-2  1.328049E-3  1.536137E-2  3.199158E-3  4.603221E-3 
 1.442508E-2  2.705580E-2  2.237803E-2  1.536137E-2  3.453950E-2 -3.817501E-3 -2.673859E-2 -1.738304E-2 
-2.720636E-2 -1.410860E-2 -2.814192E-2 -3.749746E-2 -1.551120E-2 -6.624165E-3 -1.457638E-2 -1.878637E-2 
-7.528290E-5  2.731381E-3 -2.159304E-2 -1.083416E-2  2.752358E-2  3.500874E-2  1.442508E-2  9.748040E-3 
 1.582914E-2 -6.624165E-3 -1.270527E-2 -2.065748E-2 -2.346415E-2 -8.495273E-3 -1.176971E-2  1.255470E-2 
 2.892691E-2  3.875023E-2  3.360468E-2  1.021582E-2  1.582914E-2  4.133982E-3 -6.624165E-3 -9.898605E-3 
-8.027496E-3 -6.156387E-3 -1.925415E-2 -1.738304E-2 -2.414169E-3  1.328049E-3 -2.159304E-2 -3.375525E-2 
-1.972193E-2 -2.414169E-3 -1.946392E-3 -6.624165E-3  1.723248E-2  2.752358E-2  3.666935E-3  1.328049E-3 
 2.331358E-2  2.471764E-2  9.280263E-3 -7.559719E-3 -5.430601E-4  1.582914E-2  3.924943E-4 -7.091942E-3 
-8.963050E-3 -7.528290E-5  1.795826E-3 -2.954525E-2 -7.559719E-3  1.957136E-2 -1.176971E-2 -1.270527E-2 
-7.528290E-5 -1.878637E-2 -3.048080E-2 -1.738304E-2  1.021582E-2  1.395804E-2  1.208693E-2  2.518469E-2 
 3.734690E-2  2.144247E-2 -1.457638E-2  1.795826E-3  2.799135E-2  1.629692E-2  8.812485E-3  9.748040E-3 
-8.027496E-3 -1.176971E-2 -1.083416E-2 -3.656191E-2 -1.925415E-2  9.748040E-3  6.941376E-3 -3.349724E-3 
-4.285278E-3 -4.753056E-3 -2.159304E-2 -1.036638E-2 -3.817501E-3 -2.018970E-2 -1.223749E-2  6.941376E-3 
 4.603221E-3 -7.528290E-5  1.957136E-2  2.424913E-2  1.161915E-2  8.812485E-3  1.770025E-2  2.731381E-3 
-1.785082E-2 -1.946392E-3  6.941376E-3  1.068359E-2  1.629692E-2  1.863581E-2  4.133982E-3 -1.457638E-2 
-1.176971E-2 -6.156387E-3 -8.495273E-3 -1.598044E-2 -2.414169E-3 -1.176971E-2 -2.627081E-2 -8.495273E-3 
-3.349724E-3  3.199158E-3  2.263603E-3  8.344708E-3  2.518469E-2  1.770025E-2  1.302248E-2  1.536137E-2 
 4.603221E-3  1.328049E-3 -1.270527E-2 -5.689341E-3  1.863581E-2  3.199158E-3  1.770025E-2  1.489359E-2 
 2.263603E-3  1.395804E-2  5.538044E-3  1.676470E-2  8.812485E-3  1.328049E-3 -5.220833E-3 -4.123968E-2 
-5.527300E-2 -5.574004E-2 -5.761189E-2 -3.141636E-2 -1.410860E-2 -2.159304E-2  2.097469E-2  4.202467E-2 
 2.097469E-2  2.565247E-2  3.079802E-2  3.079802E-2  2.986246E-2  2.284580E-2  2.731381E-3  8.344708E-3 
 3.199158E-3 -2.439970E-2 -1.551120E-2 -7.559719E-3 -3.817501E-3 -2.881947E-3  1.863581E-2  2.424913E-2 
 1.021582E-2  2.237803E-2  1.536137E-2  3.360468E-2  3.594356E-2 -1.036638E-2 -1.972193E-2 -1.317305E-2 
-1.504415E-2 -1.083416E-2 -3.048080E-2 -1.176971E-2  3.220135E-2 -1.176971E-2 -2.814192E-2 -3.817501E-3 
-8.963050E-3 -2.414169E-3 -1.317305E-2 -1.083416E-2  1.349026E-2  6.473599E-3  3.199158E-3  1.816803E-2 
 1.629692E-2 -1.270527E-2 -3.422302E-2 -7.091942E-3  7.876931E-3  3.199158E-3  1.068359E-2 -1.551120E-2 
